"","depth_class","Ecosystem_type","AI","MAP","MAT","PS_Bio15","TS_Bio4","TAR_Bio7","MaxTWM_Bio5","MinTCM_Bio6","MMTD_Bio2","PWM_Bio13","PDM_Bio14","Elevation","Slope","Mean_pH","Moisture","TC","CEC","Bulk.Density","RootDepth","GPP","Sand.content","Clay.content","Silt.content","Bedrock","Shannon_EVI","LAI","AbovegroundBiomass","BelowgroundBiomass","depth_mid","length","degree","CUE"
"906","60-100","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.98,42,0.54,0.100099997762591,1.57,0.0915541350841522,1.04989814758301,36,20,43,1010,29148,3.59789991378784,24,9.8,60,0.795566868197938,83.8620900590076,0.331875888901289
"907","60-100","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,5.08,43.5,0.42,0.0925499979313463,1.22,0.0915541350841522,1.04989814758301,20,20,31.5,1010,29148,3.59789991378784,24,9.8,85,0.778188222171232,84.7894170794949,0.364160878459071
"908","0-30","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.76,28,3.055,0.0851499980967492,1.37,0.0915541350841522,1.04989814758301,36.5,19.5,44,1010,29148,3.59789991378784,24,9.8,5,0.506170290449936,84.5068770164984,0.438841447635505
"909","0-30","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.78,32,2.34,0.0808999981917441,1.47,0.0915541350841522,1.04989814758301,38,20,42,1010,29148,3.59789991378784,24,9.8,15,0.667686336646403,84.8777165228296,0.355653298323408
"910","0-30","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.92,36,1.46,0.078099998254329,1.54,0.0915541350841522,1.04989814758301,38,20,42,1010,29148,3.59789991378784,24,9.8,25,0.621135583960724,83.7715075066733,0.440372053309508
"911","30-60","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.9,45,0.97,0.102699997704476,1.57,0.0915541350841522,1.04989814758301,38,20,42,1010,29148,3.59789991378784,24,9.8,40,0.4769438990299,85.6966091499153,0.38383058574907
"912","60-100","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,5.02,42,0.54,0.100099997762591,1.57,0.0915541350841522,1.04989814758301,36,20,43,1010,29148,3.59789991378784,24,9.8,60,0.697231221578551,84.8305195644141,0.371851428721395
"913","60-100","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.87,43.5,0.42,0.0925499979313463,1.22,0.0915541350841522,1.04989814758301,20,20,31.5,1010,29148,3.59789991378784,24,9.8,85,0.74169943632317,82.3840645633689,0.171535991189056
"914","0-30","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.99,28,3.055,0.0851499980967492,1.37,0.0915541350841522,1.04989814758301,36.5,19.5,44,1010,29148,3.59789991378784,24,9.8,5,0.701252592927112,86.1154689318359,0.300645881516422
"915","0-30","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,5.16,32,2.34,0.0808999981917441,1.47,0.0915541350841522,1.04989814758301,38,20,42,1010,29148,3.59789991378784,24,9.8,15,0.590916421589991,85.5786989948782,0.38730206575654
"916","0-30","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.99,36,1.46,0.078099998254329,1.54,0.0915541350841522,1.04989814758301,38,20,42,1010,29148,3.59789991378784,24,9.8,25,0.604470870202776,79.990148426962,0.373129017122134
"917","30-60","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,5.3,45,0.97,0.102699997704476,1.57,0.0915541350841522,1.04989814758301,38,20,42,1010,29148,3.59789991378784,24,9.8,40,0.737598174745509,83.1279777666128,0.368876877690496
"918","60-100","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,5.21,42,0.54,0.100099997762591,1.57,0.0915541350841522,1.04989814758301,36,20,43,1010,29148,3.59789991378784,24,9.8,60,0.827651662098126,84.1584913041162,0.342177493235632
"919","60-100","Forest",1.3194,1889,18,65.5988540649414,747.071411132812,29.7999992370605,33,3.20000004768372,9.25833320617676,329,45,255.625,8.62563610076904,4.74,43.5,0.42,0.0925499979313463,1.22,0.0915541350841522,1.04989814758301,20,20,31.5,1010,29148,3.59789991378784,24,9.8,85,0.650419265967053,82.0526884514016,0.256928657863948
"920","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.06,28,3.055,0.0908999979682267,1.12,0.0915541350841522,0.254821866750717,42,19,39,380,23939,3.44460010528564,32.9,11.2,5,0.815184557354137,83.7339141297017,0.213074678776657
"921","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.23,32,2.34,0.069499998446554,1.13,0.0915541350841522,0.254821866750717,42,17,42,380,23939,3.44460010528564,32.9,11.2,15,0.904860374518498,83.7918203035725,0.202655910414564
"922","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.28,36,1.46,0.119799997322261,1.2,0.0915541350841522,0.254821866750717,37,18,45,380,23939,3.44460010528564,32.9,11.2,25,0.880237607988951,80.5598099941269,0.165944460616673
"923","30-60","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.39,45,0.97,0.0511999988555908,1.27,0.0915541350841522,0.254821866750717,42,21,37,380,23939,3.44460010528564,32.9,11.2,40,0.855562465471893,85.0782532980347,0.310491049868496
"924","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.54,42,0.54,0.0559999987483025,1.25,0.0915541350841522,0.254821866750717,31,23,46,380,23939,3.44460010528564,32.9,11.2,60,0.824476041896614,83.9288177797968,0.392848318291377
"925","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.6,43.5,0.42,0.0704999984242022,1.22,0.0915541350841522,0.254821866750717,33,22,43.5,380,23939,3.44460010528564,32.9,11.2,85,0.777083315961939,82.2104619602073,0.388490660374161
"926","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.16,28,3.055,0.0908999979682267,1.12,0.0915541350841522,0.254821866750717,42,19,39,380,23939,3.44460010528564,32.9,11.2,5,0.793462706881379,80.9942294356687,0.291008174626025
"927","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.25,32,2.34,0.069499998446554,1.13,0.0915541350841522,0.254821866750717,42,17,42,380,23939,3.44460010528564,32.9,11.2,15,0.810128836587348,79.5650786103225,0.243992250350341
"928","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.37,36,1.46,0.119799997322261,1.2,0.0915541350841522,0.254821866750717,37,18,45,380,23939,3.44460010528564,32.9,11.2,25,0.813096119527704,81.0874695232273,0.320627802299592
"929","30-60","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.39,45,0.97,0.0511999988555908,1.27,0.0915541350841522,0.254821866750717,42,21,37,380,23939,3.44460010528564,32.9,11.2,40,0.873495309791033,83.1526726905356,0.364041483427356
"930","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.51,42,0.54,0.0559999987483025,1.25,0.0915541350841522,0.254821866750717,31,23,46,380,23939,3.44460010528564,32.9,11.2,60,0.869810209049906,82.923946124953,0.316496661447627
"931","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,5.74,43.5,0.42,0.0704999984242022,1.22,0.0915541350841522,0.254821866750717,33,22,43.5,380,23939,3.44460010528564,32.9,11.2,85,0.840379468678086,81.6763320616492,0.340772880537901
"932","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.26,28,3.055,0.0908999979682267,1.12,0.0915541350841522,0.254821866750717,42,19,39,380,23939,3.44460010528564,32.9,11.2,5,0.777477792196938,81.9485044497534,0.29554774422043
"933","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.32,32,2.34,0.069499998446554,1.13,0.0915541350841522,0.254821866750717,42,17,42,380,23939,3.44460010528564,32.9,11.2,15,0.870808759261564,82.2314155100556,0.249005244995197
"934","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.39,36,1.46,0.119799997322261,1.2,0.0915541350841522,0.254821866750717,37,18,45,380,23939,3.44460010528564,32.9,11.2,25,0.852992512238661,80.7217245975144,0.320099851892606
"935","30-60","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.48,45,0.97,0.0511999988555908,1.27,0.0915541350841522,0.254821866750717,42,21,37,380,23939,3.44460010528564,32.9,11.2,40,0.880185892823094,82.8594915216608,0.318156751075868
"936","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.73,42,0.54,0.0559999987483025,1.25,0.0915541350841522,0.254821866750717,31,23,46,380,23939,3.44460010528564,32.9,11.2,60,0.813929258312558,81.470258706037,0.339151066056361
"937","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.85,43.5,0.42,0.0704999984242022,1.22,0.0915541350841522,0.254821866750717,33,22,43.5,380,23939,3.44460010528564,32.9,11.2,85,0.77232132537226,82.4882941298253,0.409179709698026
"938","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.28,28,3.055,0.0908999979682267,1.12,0.0915541350841522,0.254821866750717,42,19,39,380,23939,3.44460010528564,32.9,11.2,5,0.804825273413701,83.4979953530118,0.286559018684413
"939","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.3,32,2.34,0.069499998446554,1.13,0.0915541350841522,0.254821866750717,42,17,42,380,23939,3.44460010528564,32.9,11.2,15,0.82466632490235,81.8459246117199,0.290464823332005
"940","0-30","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.36,36,1.46,0.119799997322261,1.2,0.0915541350841522,0.254821866750717,37,18,45,380,23939,3.44460010528564,32.9,11.2,25,0.848614985939489,79.6733959421265,0.277157458124248
"941","30-60","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.39,45,0.97,0.0511999988555908,1.27,0.0915541350841522,0.254821866750717,42,21,37,380,23939,3.44460010528564,32.9,11.2,40,0.852760658220017,82.6389797168175,0.334306869326544
"942","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.64,42,0.54,0.0559999987483025,1.25,0.0915541350841522,0.254821866750717,31,23,46,380,23939,3.44460010528564,32.9,11.2,60,0.818231921440071,82.9723431417829,0.364243657787672
"943","60-100","Forest",1.5843,1650,9.2,55.5069351196289,829.850646972656,29.5,28.2999992370605,-1.20000004768372,7.10833311080933,319,39,680,22.6697616577148,4.75,43.5,0.42,0.0704999984242022,1.22,0.0915541350841522,0.254821866750717,33,22,43.5,380,23939,3.44460010528564,32.9,11.2,85,0.773743972155617,81.3338455709547,0.356807548257772
"944","0-30","Forest",0,2540,24.9,76.7052154541016,335.214508056641,9.80000114440918,31.8999996185303,12.3000001907349,7.90000009536743,329,21,0,0,5.23,28,14.48,14.48,14.48,-3.39999995214436e+38,5.90766906738281,42,19,39,519,15298,2.94289994239807,0,0,5,0.824084837223864,80.9675061677976,0.254385171440829
"945","0-30","Forest",0,2540,24.9,57.9553604125977,421.459197998047,26.1999988555908,31.8999996185303,11.6999998092651,6.58333349227905,329,23,0,0,5.01,32,14.49,14.49,14.49,-3.39999995214436e+38,4.1522159576416,42,19,42,519,14715,3.20009994506836,0,0,15,0.881571961838679,84.6251303710655,0.216471096667153
"946","0-30","Forest",0,2540,24.9,57.9553604125977,421.459197998047,26.1999988555908,31.8999996185303,11.6999998092651,7.90000009536743,331,22,0,0,4.9,36,14.5,14.5,14.63,-3.39999995214436e+38,4.1522159576416,37,19,45,519,14715,2.94289994239807,0,0,25,0.909611118994917,85.5573994026492,0.202930636418181
"947","30-60","Forest",0,2540,24.9,57.9553604125977,413.093231201172,26.1999988555908,31.8999996185303,11.6999998092651,6.58333349227905,329,23,0,0,5.04,45,14.51,14.51,14.51,-3.39999995214436e+38,4.1522159576416,42,19,37,519,14715,3.20009994506836,0,0,40,0.74874317199847,86.0733860192755,0.340929808416826
"948","60-100","Forest",0,2540,24.9,57.9553604125977,421.459197998047,26.1999988555908,31.8999996185303,11.6999998092651,6.58333349227905,329,21,0,0,5.2,42,14.52,14.52,14.52,-3.39999995214436e+38,4.1522159576416,31,23,46,519,14715,2.94289994239807,0,0,60,0.830669525346015,85.0040343328941,0.244251868001359
"949","60-100","Forest",0,2540,24.9,57.8382301330566,421.459197998047,26.1999988555908,31.8999996185303,12.3000001907349,7.32499980926514,331,21,0,0,5.21,43.5,14.53,14.53,14.53,-3.39999995214436e+38,4.1522159576416,33,22,43.5,519,14715,3.12470006942749,0,0,85,0.82991812909836,83.7013486937123,0.262948566188554
"950","0-30","Forest",0,2540,24.9,57.9553604125977,413.093231201172,26.1999988555908,31.8999996185303,12.3000001907349,6.58333349227905,329,22,0,0,5.35,28,14.54,14.54,14.54,-3.39999995214436e+38,4.1522159576416,42,19,39,519,15298,2.94289994239807,0,0,5,0.771655848255231,81.1493812036896,0.264032731255566
"951","0-30","Forest",0,2540,24.9,78.9017715454102,413.093231201172,22.5999984741211,31.8999996185303,12.3000001907349,7.90000009536743,331,22,0,0,5.02,32,14.55,14.55,14.55,-3.39999995214436e+38,4.1522159576416,42,19,42,519,14715,2.94289994239807,0,0,15,0.715111563931756,82.9064405704504,0.316430227107886
"952","0-30","Forest",0,2540,24.9,57.9553604125977,421.459197998047,26.1999988555908,31.8999996185303,11.3999996185303,7.32499980926514,329,23,0,0,4.95,36,14.56,14.56,14.53,-3.39999995214436e+38,4.1522159576416,37,19,45,519,14715,2.94289994239807,0,0,25,0.725749513215945,82.8522604196767,0.331910243729484
"953","30-60","Forest",0,2540,24.9,57.9553604125977,415.494415283203,26.1999988555908,31.8999996185303,11.6999998092651,6.58333349227905,329,21,0,0,4.93,45,14.57,14.57,14.57,-3.39999995214436e+38,4.1522159576416,42,19,37,519,15298,2.94289994239807,0,0,40,0.874130029651181,85.0227346675375,0.272307339577305
"954","60-100","Forest",0,2540,24.9,57.9553604125977,413.093231201172,26.2999992370605,31.8999996185303,11.8000001907349,6.58333349227905,329,22,0,0,4.92,42,14.58,14.58,14.58,-3.39999995214436e+38,4.1522159576416,31,23,46,519,15298,3.12470006942749,0,0,60,0.972281573549521,85.0309968861298,0.144137574539508
"955","60-100","Forest",0,2540,24.9,77.876594543457,421.459197998047,22.5999984741211,31.8999996185303,12.3000001907349,7.90000009536743,329,22,0,0,4.95,43.5,14.59,14.59,14.59,-3.39999995214436e+38,4.1522159576416,33,22,43.5,519,15298,3.20009994506836,0,0,85,0.759992489339342,82.9802089371234,0.346085666892693
"956","0-30","Forest",0,2540,24.9,57.9553604125977,425.576232910156,26.1999988555908,31.8999996185303,12.3000001907349,7.32499980926514,329,23,0,0,4.85,28,14.6,14.6,14.6,-3.39999995214436e+38,4.1522159576416,42,19,39,519,14715,2.94289994239807,0,0,5,0.715290719750751,77.8321495980243,0.347715453143266
"957","0-30","Forest",0,2540,24.9,57.8382301330566,410.061676025391,26.1999988555908,31.8999996185303,11.6999998092651,6.58333349227905,329,22,0,0,4.73,32,14.61,14.61,14.61,-3.39999995214436e+38,4.1522159576416,42,19,42,519,15298,2.94289994239807,0,0,15,0.733070709917243,84.3728981472141,0.35837802673165
"958","0-30","Forest",0,2540,24.9,57.9553604125977,425.576232910156,25.6000003814697,31.8999996185303,11.8999996185303,6.58333349227905,329,22,0,0,4.65,36,14.62,14.62,14.6,-3.39999995214436e+38,4.1522159576416,37,19,45,519,14715,2.94289994239807,0,0,25,0.829489291979405,82.5707288017075,0.298286524868019
"959","30-60","Forest",0,2540,24.9,75.6309432983398,329.668121337891,9.80000114440918,32.0999984741211,11.3999996185303,6.58333349227905,329,23,0,0,4.6,45,14.63,14.63,14.63,-3.39999995214436e+38,5.91289377212524,42,19,37,519,15298,3.20009994506836,0,0,40,0.846363500998224,83.5828035038441,0.314315684066648
"960","60-100","Forest",0,2540,24.9,57.9553604125977,410.611145019531,26.1999988555908,31.8999996185303,11.8000001907349,7.90000009536743,329,22,0,0,4.67,42,14.64,14.64,14.64,-3.39999995214436e+38,4.1522159576416,31,23,46,519,15298,2.94289994239807,0,0,60,0.661725423355734,85.5285388439277,0.413622921048849
"961","60-100","Forest",0,2540,24.9,57.9553604125977,413.093231201172,25.6000003814697,31.8999996185303,11.3999996185303,7.32499980926514,329,22,0,0,4.73,43.5,14.65,14.65,14.65,-3.39999995214436e+38,4.1522159576416,33,22,43.5,519,14715,2.94289994239807,0,0,85,0.745339307116625,82.4781888946515,0.346353650547837
"962","0-30","Forest",0,2540,24.9,57.9553604125977,421.459197998047,26.1999988555908,31.8999996185303,11.8000001907349,7.90000009536743,329,22,0,0,5.1,28,14.66,14.66,14.66,-3.39999995214436e+38,4.1522159576416,42,19,39,519,14715,2.94289994239807,0,0,5,0.744432209123175,80.4934815899478,0.344910318902573
"963","0-30","Forest",0,2540,24.9,78.4461364746094,329.668121337891,9.80000114440918,31.8999996185303,12.3000001907349,7.90000009536743,329,23,0,0,4.77,32,14.67,14.67,14.67,-3.39999995214436e+38,5.91289377212524,42,19,42,519,14715,2.94289994239807,0,0,15,0.710370624783737,83.3046326986891,0.406386196678532
"964","0-30","Forest",0,2540,24.9,57.8382301330566,413.093231201172,26.1999988555908,31.8999996185303,11.8999996185303,7.90000009536743,331,21,0,0,4.75,36,14.68,14.68,14.55,-3.39999995214436e+38,4.1522159576416,37,19,45,519,14715,3.20009994506836,0,0,25,0.790974697747135,83.1479539845543,0.371321546742785
"965","30-60","Forest",0,2540,24.9,57.9553604125977,416.015319824219,26.1999988555908,31.8999996185303,11.8000001907349,7.90000009536743,329,22,0,0,4.81,45,14.69,14.69,14.69,-3.39999995214436e+38,4.1522159576416,42,19,37,519,15298,3.20009994506836,0,0,40,0.856537712846891,84.5317281463174,0.289183281656508
"966","60-100","Forest",0,2540,24.9,77.876594543457,325.542388916016,9.80000114440918,31.8999996185303,11.6999998092651,6.58333349227905,329,22,0,0,4.79,42,14.7,14.7,14.7,-3.39999995214436e+38,5.91289377212524,31,23,46,519,15298,3.20009994506836,0,0,60,0.875511700294397,86.6156564287537,0.275479772372425
"967","60-100","Forest",0,2540,24.9,57.9553604125977,421.459197998047,26.1999988555908,31.8999996185303,11.8000001907349,7.90000009536743,329,22,0,0,4.88,43.5,14.71,14.71,14.71,-3.39999995214436e+38,4.1522159576416,33,22,43.5,519,14715,2.94289994239807,0,0,85,0.785909147212067,84.7108778861396,0.354822592663111
"968","0-30","Forest",1.1686,1646,20.1,57.8382301330566,626.927795410156,26.2999992370605,31.5,5.19999980926514,8.69166660308838,247,34,398.625,6.75159931182861,4.58,33.9152119700748,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,4.53213987472878,40,822,21207,4.09159994125366,36.3,11.8,5,0.78828917236716,73.8985772092958,0.00729897818490901
"969","30-60","Forest",1.1686,1646,20.1,57.8382301330566,626.927795410156,26.2999992370605,31.5,5.19999980926514,8.69166660308838,247,34,398.625,6.75159931182861,4.61,28.1984334203655,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,43.1162726112765,5.16953052687409,40,822,21207,4.09159994125366,36.3,11.8,40,0.913376634374439,71.1440357948789,0.000794546371369446
"970","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.74,30.3430079155673,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,2.9172491943384,40,822,21207,4.09159994125366,36.3,11.8,5,0.826336134740925,70.698163626872,0.00888713306544327
"971","30-60","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.79,22.6872246696035,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,60.9780839171652,2.66981426822284,40,822,21207,4.09159994125366,36.3,11.8,40,0.906975069098516,64.4359378452117,0.00371204178675764
"972","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.64,27.920227920228,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,3.0275145326731,40,822,21207,4.09159994125366,36.3,11.8,5,0.944719663582277,58.0446968546245,0.00451181132134925
"973","30-60","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.7,24.3654822335026,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,50.7507244854813,3.59646317034166,40,822,21207,4.09159994125366,36.3,11.8,40,0.950086863808442,72.3571217250369,0.00703073834878216
"974","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.63,29.3814432989691,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,3.16870160237306,40,822,21207,4.09159994125366,36.3,11.8,5,0.875968994769747,67.0997257827754,0.011653216565534
"975","30-60","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.78,23.8839285714286,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,56.9734190262228,3.79709303461464,40,822,21207,4.09159994125366,36.3,11.8,40,0.985086085763813,63.4536613312127,0.00446348751850517
"976","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.8,27.7929155313352,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,4.05239036322014,40,822,21207,4.09159994125366,36.3,11.8,5,0.888570560149892,64.7878370716317,0.0102373307382348
"977","30-60","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.9,25.7142857142857,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,57.8352893867197,3.56448602637736,40,822,21207,4.09159994125366,36.3,11.8,40,0.987929041993373,65.2164488456696,0.00833005905078851
"978","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.69,27.7142857142857,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,3.10287104305058,40,822,21207,4.09159994125366,36.3,11.8,5,0.887504882993442,67.0704100993367,0.0083885555215726
"979","30-60","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.9,13.6986301369863,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,55.8676558271375,3.72875697766757,40,822,21207,4.09159994125366,36.3,11.8,40,0.947899562663036,64.903782326355,0.00549423324845719
"980","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.63,32.5242718446602,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,3.64770760299927,40,822,21207,4.09159994125366,36.3,11.8,5,0.859635291893427,66.3307967980688,0.0221127437678882
"981","30-60","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.66,29.9120234604105,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,47.0970834327549,4.46311592598559,40,822,21207,4.09159994125366,36.3,11.8,40,0.912878370663068,74.3728107043948,0.00981834216375259
"982","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.53,29.9719887955182,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,6.12203357547327,40,822,21207,4.09159994125366,36.3,11.8,5,0.82013260577446,66.5633034299521,0.0219873233918167
"983","30-60","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.71,26.5508684863524,0.97,0.0515999988466501,1.32,4.98970031738281,2.82625222206116,56.8526300434986,3.47830545741242,40,822,21207,4.09159994125366,36.3,11.8,40,0.959967046992035,65.2234724650039,0.00762949387999229
"984","0-30","Forest",1.1686,1646,20.1,57.9553604125977,627.268432617188,26.1999988555908,31.2999992370605,5.09999990463257,8.625,248,34,422.8125,6.54817819595337,4.87,27.0886075949367,3.055,0.0701499984320253,1.325,4.98970031738281,2.82625222206116,18,5.15334475419439,40,822,21207,4.09159994125366,36.3,11.8,5,0.913812332892996,65.7477571684042,0.0124688866382445
