"","depth_class","Ecosystem_type","AI","MAP","MAT","PS_Bio15","TS_Bio4","TAR_Bio7","MaxTWM_Bio5","MinTCM_Bio6","MMTD_Bio2","PWM_Bio13","PDM_Bio14","Elevation","Slope","Mean_pH","Moisture","TC","CEC","Bulk.Density","RootDepth","GPP","Sand.content","Clay.content","Silt.content","Bedrock","Shannon_EVI","LAI","AbovegroundBiomass","BelowgroundBiomass","depth_mid","length","degree","CUE"
"332","0-30","Forest",0.4945,551,3.53750014305115,108.566352844238,1019.30932617188,39.4000015258789,21.8999996185303,-17.5,12.0583333969116,159,2,1842.375,12.9166021347046,4.95366666666667,45.5203862660944,0,0.183449995899573,0.3728,1.25123977661133,0,42,15.5,42.5,1059,24801,3.12470006942749,16.8,8.1,12.5,0.718309712434744,49.7015862691642,0.302700495363744
"333","0-30","Forest",0.4772,543,3.89999985694885,109.413734436035,1022.11901855469,39.5,22.2999992370605,-17.2000007629395,12.1000003814697,157,2,1781.0625,10.4226694107056,4.96633333333333,45.5867602808425,0,0.183449995899573,0.3988,1.25123977661133,0,42,15.5,42.5,1059,24801,3.12470006942749,20.2,8.8,12.5,0.886979142742636,52.3134891876022,0.256036298304123
"334","0-30","Forest",0.4459,511,3.36249995231628,104.965003967285,1034.28747558594,39.9000015258789,21.8999996185303,-18,11.7916669845581,128,2,1953,12.2206544876099,6.45433333333333,78.2428020184031,0,0.171949996156618,0.3369,0.0915541350841522,0,47,15,38.5,1097,29394,3.83039999008179,33.9,15.1,12.5,0.821691870955429,39.6883666721629,0.244181844486463
"335","0-30","Forest",0.4565,514,3.01666665077209,105.423538208008,1029.37609863281,39.5999984741211,21.3999996185303,-18.2000007629395,11.716667175293,129,2,2004.75,12.9207887649536,6.581,75.5023396641894,0,0.171949996156618,0.3633,0.0915541350841522,0,47,15,38.5,1097,29394,3.83039999008179,32.5,13.7,12.5,0.831286795482344,39.7993931421462,0.272452308088671
"336","0-30","Forest",0.5004,528,1.63750004768372,105.003875732422,1010.41424560547,38.8000030517578,19.7000007629395,-19.1000003814697,11.3916673660278,132,2,2290.6875,13.3492794036865,6.04866666666667,77.0134709085698,0,0.171949996156618,0.3489,0.0915541350841522,0,47,15,38.5,1097,29394,3.83039999008179,25,11.1,12.5,0.828312026614806,36.988833008939,0.244456704609008
"337","0-30","Forest",0.5004,528,1.63750004768372,105.003875732422,1010.41424560547,38.8000030517578,19.7000007629395,-19.1000003814697,11.3916673660278,132,2,2290.6875,13.3492794036865,6.10033333333333,61.0855094726062,0,0.171949996156618,0.5859,0.0915541350841522,0,47,15,38.5,1097,29394,3.83039999008179,25,11.1,12.5,0.93007733295995,40.2037793197205,0.208836522359186
"338","0-30","Forest",0.4644,516,2.59583330154419,105.457748413086,1021.88873291016,39.2999992370605,20.8999996185303,-18.3999996185303,11.5749998092651,130,2,2126.5,9.9242696762085,6.14033333333333,127.298501417578,0,0.171949996156618,0.2469,0.0915541350841522,0,47,15,38.5,1097,29394,3.83039999008179,38.5,13.9,12.5,0.839405552691441,40.3757233872986,0.25332484684529
"339","0-30","Forest",0.6106,697,11.4458332061768,73.2456665039062,859.681396484375,31.9000015258789,27.2000007629395,-4.69999980926514,8.52499961853027,127,7,867.5,13.1721124649048,7.07166666666667,36.3871635610766,0,0.120849997298792,0.3864,5.6843418860808e-14,0,26.5,23,50.5,1726,31284,3.75460004806519,2.4,0.8,12.5,0.7657900396878,61.8054912077984,0.276843873229534
"340","0-30","Forest",0.7284,725,7.66249990463257,75.5022277832031,830.6025390625,30.2000007629395,22.6000003814697,-7.59999990463257,7.69166660308838,129,4,1636.375,15.9809532165527,6.299,62.7586206896552,0,0.14234999681823,0.3625,0.183108270168304,0,46,13,40.5,1292,31942,3.62770009040833,42.8,14.5,12.5,0.868221760981848,56.1483169626008,0.234967824367955
"341","0-30","Forest",0.7041,718,8.62916660308838,75.1825790405273,842.324890136719,30.5999984741211,23.7999992370605,-6.80000019073486,7.82499980926514,129,5,1374.5,14.7522373199463,6.25533333333333,63.7629891664824,0,0.139799996875226,0.4523,0.183108270168304,0,48.5,13,39,1292,31942,3.62770009040833,33.9,13.9,12.5,0.950370330797747,54.2486377099823,0.204080326554889
"342","0-30","Forest",0.7041,718,8.62916660308838,75.1825790405273,842.324890136719,30.5999984741211,23.7999992370605,-6.80000019073486,7.82499980926514,129,5,1374.5,14.7522373199463,6.795,83.2103865447035,0,0.139799996875226,0.3389,0.183108270168304,0,48.5,13,39,1292,31942,3.62770009040833,33.9,13.9,12.5,0.788246143595215,57.6274825137734,0.222358103374633
"343","0-30","Forest",0.6697,716,9.85833358764648,74.9075927734375,842.595642089844,31,25.2000007629395,-5.80000019073486,8.16666698455811,130,5,1194.625,22.6488189697266,6.87133333333333,48.8561260803254,0,0.14234999681823,0.3934,0.183108270168304,0,46,13,40.5,1540,29786,3.75460004806519,15.7,8.9,12.5,0.809344156365245,41.4764422420037,0.331511578198129
"344","0-30","Forest",0.8168,750,5.83333349227905,75.7588806152344,819.141296386719,29.7000007629395,20.3999996185303,-9.30000019073486,7.48333358764648,134,5,2036.6875,22.1534519195557,6.16166666666667,91.409691629956,0,0.14234999681823,0.454,0.183108270168304,0,46,13,40.5,1292,31942,3.62770009040833,9.6,5.8,12.5,1.00300120478611,56.5063117148109,0.157117537639559
"345","0-30","Forest",0.8815,769,4.80000019073486,76.0170593261719,814.100158691406,29.5,19.2000007629395,-10.3000001907349,7.41666650772095,138,5,2264,14.9379415512085,5.734,71.5330520393812,0,0.139799996875226,0.3555,0.183108270168304,0,48.5,13,39,1292,31942,3.62770009040833,32.3,12.5,12.5,0.612712931084788,44.4439016211354,0.314153665010346
"346","0-30","Forest",0.9173,780,4.15833330154419,75.9886245727539,805.957458496094,29.2000007629395,18.3999996185303,-10.8000001907349,7.31666660308838,140,5,2440.9375,22.3960800170898,5.533,100.498132004981,0,0.139799996875226,0.3212,0.0915541350841522,0,48.5,13,39,1522,28378,3.62770009040833,26.7,11.4,12.5,0.635192285768726,56.887083079921,0.283405356339485
"347","0-30","Forest",0.8339,756,6.15833330154419,76.1570281982422,822.940490722656,30.2000007629395,21,-9.19999980926514,7.86666679382324,135,4,1973.5625,22.7867183685303,5.961,81.7823343848581,0,0.265549994064495,0.3804,0.183108270168304,0,33.5,20,46.5,2080,28442,4.89919996261597,23.9,10,12.5,0.854651946352053,58.5877118710588,0.254876645071318
"348","0-30","Forest",0.8989,774,4.68333339691162,75.8946304321289,805.595031738281,29.4000015258789,19.1000003814697,-10.3000001907349,7.5,138,5,2380,27.3949737548828,6.09333333333333,68.843710292249,0,0.265549994064495,0.3935,0.183108270168304,0,33.5,20,46.5,2080,28442,4.89919996261597,73.4,22.1,12.5,0.936092273059954,47.9950529649937,0.180086685086077
"349","0-30","Forest",0.7161,723,8.38333320617676,75.9303359985352,831.713256835938,30.7999992370605,23.5,-7.30000019073486,8.41666698455811,129,4,1530,7.72587919235229,5.96833333333333,107.759593679458,0,0.265549994064495,0.3544,0.183108270168304,0,33.5,20,46.5,2080,28442,4.89919996261597,29.9,13.6,12.5,0.887967348319896,52.2650975234837,0.207663943644173
"350","0-30","Forest",0.822,752,6.34583330154419,75.7912292480469,805.942321777344,29.7000007629395,20.8999996185303,-8.80000019073486,7.89166688919067,133,5,2018.4375,17.5882701873779,6.04,70.6988623171581,0,0.132449997039512,0.4307,0.854505240917206,0,33,21.5,45.5,1529,34301,4.20170021057129,42.1,14.8,12.5,0.909665087237607,45.3240495836581,0.21903397850047
"351","0-30","Forest",1.1545,846,1.90416669845581,74.7684097290039,767.689758300781,28.2999992370605,15.6999998092651,-12.6000003814697,7.375,150,8,3049.75,18.4855670928955,4.05,204.865979381443,0,0.192999995686114,0.2425,0.656137943267822,0,35,18,47,960,29451,4.20170021057129,58.6,19,12.5,0.847701384025366,56.3845439655695,0.157878737646849
"352","0-30","Forest",1.0625,831,3.26250004768372,74.9023666381836,776.159301757812,28.6000003814697,17.2000007629395,-11.3999996185303,7.55833339691162,148,7,2715.3125,24.6096210479736,4.55,141.463414634146,0,0.192999995686114,0.2542,0.656137943267822,0,35,18,47,960,29451,4.20170021057129,61.9,18.9,12.5,0.95272311736642,56.3213907863317,0.129513526021342
"353","0-30","Forest",1.0625,831,3.26250004768372,74.9023666381836,776.159301757812,28.6000003814697,17.2000007629395,-11.3999996185303,7.55833339691162,148,7,2715.3125,24.6096210479736,4.65,169.24422673198,0,0.192999995686114,0.2858,0.656137943267822,0,35,18,47,960,29451,4.20170021057129,23,10.4,12.5,0.818847992976501,54.0791686026886,0.160603492386843
"354","0-30","Forest",0.9785,811,4.52500009536743,74.7197952270508,784.895751953125,29,18.7000007629395,-10.3000001907349,7.69999980926514,144,7,2420.5,11.756911277771,5.12,73.8504155124654,0,0.132449997039512,0.361,2.15152215957642,0,33,21.5,45.5,1500,28785,4.20170021057129,39.4,13.8,12.5,1.00536948819385,49.9454225626772,0.127599286696899
"355","0-30","Forest",0.9785,811,4.52500009536743,74.7197952270508,784.895751953125,29,18.7000007629395,-10.3000001907349,7.69999980926514,144,7,2420.5,11.756911277771,5.58,87.3895826987512,0,0.132449997039512,0.3283,2.15152215957642,0,33,21.5,45.5,1500,28785,4.20170021057129,39.4,13.8,12.5,0.933165124881919,44.7085180061545,0.162731030170941
"356","0-30","Forest",0.9628,811,4.69583320617676,74.6240234375,781.890075683594,28.7999992370605,18.7999992370605,-10,7.625,144,7,2427.1875,18.5843029022217,4.82333333333333,148.522167487685,0,0.132449997039512,0.2436,2.15152215957642,0,33,21.5,45.5,1500,28785,4.20170021057129,42.6,16,12.5,0.731702463648321,47.5080205240756,0.226603929676436
"357","0-30","Forest",0.9039,798,5.72916650772095,74.4863967895508,791.154113769531,29.1000003814697,20,-9.10000038146973,7.72499990463257,141,6,2167.0625,14.0052804946899,4.99,129.634596044251,0,0.132449997039512,0.2983,2.15152215957642,0,33,21.5,45.5,1500,28785,4.20170021057129,30.2,12.1,12.5,0.763874040826341,37.0940098836384,0.184536050398873
"358","0-30","Forest",0.8319,782,7.00416660308838,74.4311294555664,793.58642578125,29.3999996185303,21.5,-7.90000009536743,7.875,138,6,1936.375,20.9088687896729,5.19,135.237106265144,0,0.132449997039512,0.2889,2.15152215957642,0,33,21.5,45.5,1500,28785,4.20170021057129,43.3,14.7,12.5,0.838793112327947,46.5172905609729,0.160898222118172
"359","0-30","Forest",0.7791,766,8.24583339691162,74.3794097900391,802.961730957031,29.7999992370605,22.8999996185303,-6.90000009536743,8.09166717529297,135,5,1611.8125,14.6576843261719,6.63,45.8901935893367,0,0.132449997039512,0.6302,2.15152215957642,0,33,21.5,45.5,1500,28785,4.20170021057129,20.5,8.2,12.5,0.898730037370949,47.2595989381172,0.179616455675709
"360","0-30","Forest",0.7426,758,9.45416641235352,74.5089569091797,812.637268066406,30.1999988555908,24.2999992370605,-5.90000009536743,8.20833301544189,135,5,1336.0625,18.7545890808105,6.45,66.5166516651665,0,0.0979999978095293,0.4444,1.08339059352875,0,47,14.5,38.5,859,28577,3.89630007743835,15.3,8.4,12.5,0.830495085703254,44.7405406519761,0.238135873556837
"361","0-30","Forest",0.7582,770,8.22916698455811,73.4385070800781,804.387023925781,29.7000007629395,22.8999996185303,-6.80000019073486,7.95833349227905,136,5,1624.375,12.6917734146118,5.57916666666667,69.8644421272158,0,0.14234999681823,0.2877,2.89921426773071,0,46,13,40.5,1052,29237,3.9563000202179,26.1,11.5,12.5,0.986113438874508,51.2074739866429,0.146558885504203
"362","0-30","Forest",0.8085,791,7.3125,72.9669876098633,799.423461914062,29.5999984741211,21.8999996185303,-7.69999980926514,7.84166669845581,139,6,1850.8125,12.5990591049194,5.64844444444444,34.4068989792327,0,0.162299996372312,0.5682,2.89921426773071,0,38,15.5,47,1052,29237,3.9563000202179,18.3,10.2,12.5,1.05899140172265,56.3035888585293,0.102636824365775
"363","0-30","Forest",0.7858,780,8.02916622161865,73.0193862915039,806.159423828125,29.9000015258789,22.7000007629395,-7.19999980926514,8.02499961853027,138,6,1623.625,11.5544776916504,4.97577777777778,43.9318885448917,0,0.162299996372312,0.323,2.89921426773071,0,38,15.5,47,1052,29237,3.9563000202179,34,13.1,12.5,1.08582720286924,50.5677637854672,0.08897396136123
"364","0-30","Forest",0.7676,781,8.99583339691162,72.8143463134766,804.093078613281,29.8000011444092,23.7000007629395,-6.09999990463257,8.02499961853027,138,6,1402.5625,11.638165473938,4.29866666666667,206.767868437698,0,0.146449996726587,0.1581,1.06813156604767,0,48,12.5,40,996,27587,3.9563000202179,31.7,12.2,12.5,0.884873334870289,50.2306899137049,0.131074560052552
"365","0-30","Forest",0.7287,774,10.4166669845581,72.7382659912109,797.91015625,29.9000015258789,25.1000003814697,-4.80000019073486,8.39999961853027,137,6,1089.125,14.7768306732178,5.662,113.886671987231,0,0.0979999978095293,0.2506,1.06813156604767,0,47,14.5,38.5,996,27587,3.9563000202179,12.9,8,12.5,0.992252311531218,49.2030766323365,0.113068646764689
"366","0-30","Forest",0.6456,691,10.1708335876465,79.4077529907227,773.449951171875,30.1000003814697,25,-5.09999990463257,8.79166698455811,127,4,1697.375,25.8083610534668,5.70844444444444,180.018674136321,0,0.160499996412545,0.2142,1.03761351108551,0,42.5,12.5,45,1516,27407,2.23880004882812,44.4,14,12.5,1.11376712857881,47.8200679384965,0.0898249573692019
"367","0-30","Forest",0.6456,691,10.1708335876465,79.4077529907227,773.449951171875,30.1000003814697,25,-5.09999990463257,8.79166698455811,127,4,1697.375,25.8083610534668,5.28911111111111,39.9890590809628,0,0.160499996412545,0.5484,1.03761351108551,0,42.5,12.5,45,1516,27407,2.23880004882812,32.3,11.2,12.5,1.05523442031908,48.923046345666,0.115965641596301
"368","0-30","Forest",1.2281,1219,8.6875,63.9803924560547,783.187316894531,29.7000007629395,23.1000003814697,-6.59999990463257,8.375,205,18,1867.9375,8.41469383239746,5.65166666666667,65.4587836406018,0,0.186149995839223,0.4719,4.15045404434204,0,38,18,44.5,1377,27516,3.92330002784729,31,11.2,12.5,0.937507848523297,56.757477452809,0.179596769875941
"369","0-30","Forest",1.1456,1189,10.0791664123535,64.4759826660156,792.253601074219,30.2000007629395,24.7000007629395,-5.5,8.625,203,17,1572.5625,18.7919101715088,6.593,36.1476318707429,0,0.186149995839223,0.6313,1.22072172164917,0,38,18,44.5,2125,28821,4.03630018234253,44.8,15.6,12.5,0.863700927957129,48.4003603893118,0.239453337701297
"370","0-30","Forest",1.1243,1177,10.5208330154419,64.641471862793,797.987426757812,30.3000011444092,25.2000007629395,-5.09999990463257,8.67500019073486,202,17,1464.4375,18.0078659057617,7.27233333333333,33.512285773281,0,0.186149995839223,0.4843,1.22072172164917,0,38,18,44.5,2125,28821,4.03630018234253,40.7,14.1,12.5,0.982480017793591,41.9325912703042,0.152442644360742
"371","0-30","Forest",1.2376,1222,8.98750019073486,64.5339508056641,785.722351074219,30.0999984741211,23.3999996185303,-6.69999980926514,8.75833320617676,206,18,1765,8.89055156707764,6.56733333333333,37.0921386306002,0,0.186149995839223,0.5915,5.75265121459961,0,38,18,44.5,1605,29366,3.92330002784729,35.1,11.9,12.5,0.921488406267124,46.296574912287,0.19487551889994
"372","0-30","Forest",1.1957,1208,9.80000019073486,64.3934020996094,792.183410644531,30.3999996185303,24.5,-5.90000009536743,8.81666660308838,204,17,1581.375,18.4373302459717,6.673,35.4497354497354,0,0.147849996695295,0.6615,5.75265121459961,0,26.5,25.5,48,1605,29366,3.92330002784729,28.1,11.6,12.5,0.874823348880037,47.9057183328523,0.205451022012758
"373","0-30","Forest",1.4311,1297,6.86666679382324,62.8970260620117,771.825866699219,29,20.8999996185303,-8.10000038146973,7.86666679382324,211,20,2257.4375,17.0431098937988,5.72733333333333,80.7727975270479,0,0.12184999727644,0.3235,1.20546269416809,0,39,24.5,37,1160,27172,3.66470003128052,27.5,10.6,12.5,0.893024176699913,51.9337780673264,0.197342533018572
"374","0-30","Forest",1.2118,1227,10.2083330154419,64.1676788330078,789.898803710938,30.2999992370605,24.7999992370605,-5.5,8.86666679382324,208,18,1490.125,17.3836097717285,6.16133333333333,133.431085043988,0,0.148599996678531,0.1364,1.20546269416809,0,28,23,49,1160,27172,3.66470003128052,24.6,9.6,12.5,0.853009043347721,48.9641078446208,0.180054374069943
"375","0-30","Forest",1.4497,1295,7.14166688919067,62.3820419311523,772.689636230469,29.1000003814697,21.1000003814697,-8,8.19999980926514,210,21,2118.4375,19.3553199768066,5.618,96.5446318387495,0,0.156199996508658,0.2431,5.03547716140747,0,28,24,48.5,1905,27186,3.70479989051819,21.1,9.4,12.5,0.766533884844082,49.2470867975757,0.258994201376794
"376","0-30","Forest",1.5995,1329,5.32916688919067,62.589973449707,767.630554199219,28.7000007629395,19.1000003814697,-9.60000038146973,7.72500038146973,214,21,2517.375,14.2575016021729,5.04866666666667,76.3140385894877,0,0.148849996672943,0.3006,0.808728158473969,0,33,19,48,2101,32749,3.66470003128052,23.5,9.3,12.5,0.823073426861842,58.7803536609844,0.20235126110461
"377","0-30","Forest",1.3601,1277,8.38749980926514,62.46728515625,777.899658203125,29.5,22.6000003814697,-6.90000009536743,8.39166641235352,210,21,1863.8125,14.6821899414062,6.133,118.115612198452,0,0.186149995839223,0.2197,5.03547716140747,0,38,18,44.5,1905,27186,3.70479989051819,32.7,13.1,12.5,0.92430312354592,55.831622704846,0.165584986752041
"378","0-30","Forest",1.1613,1210,11.1875,64.8331985473633,795.741882324219,30.3999996185303,25.8999996185303,-4.5,8.79166698455811,208,17,1278.375,15.2323169708252,6.09933333333333,80.25520483546,0,0.153599996566772,0.2978,1.23598074913025,0,28.5,23.5,49,1383,27910,3.66470003128052,34.2,11.4,12.5,0.853009043347721,48.9641078446208,0.17439719386975
"379","0-30","Forest",1.6025,1340,5.35416650772095,61.4909858703613,756.464416503906,28.6000003814697,19,-9.60000038146973,7.95833349227905,213,23,2549.9375,16.3607807159424,4.37933333333333,92.6451187335092,0,0.186149995839223,0.3032,5.03547716140747,0,38,18,44.5,1905,27186,3.70479989051819,42.3,13.7,12.5,0.750259740664237,43.5123386177639,0.267099650248603
"380","0-30","Forest",1.7662,1378,3.97083330154419,62.2680892944336,752.334106445312,28.2000007629395,17.5,-10.6999998092651,7.59166669845581,220,23,2843.25,17.2258911132812,3.90533333333333,75.8152882859379,0,0.148849996672943,0.3833,0.808728158473969,0,33,19,48,2101,32749,3.66470003128052,38.5,15.1,12.5,0.90663051223601,66.1222926289874,0.188779846525732
"381","0-30","Forest",1.7886,1389,3.65833330154419,62.3672294616699,747.42236328125,28,17.1000003814697,-10.8999996185303,7.53333330154419,221,23,2936.9375,12.3246755599976,4.07566666666667,136.209029066172,0,0.148849996672943,0.3234,1.20546269416809,0,33,19,48,1160,27172,3.66470003128052,49.1,15.6,12.5,0.90663051223601,66.1222926289874,0.146961572894832
"382","0-30","Forest",1.0842,1182,12.9083337783813,64.9460067749023,807.374633789062,30.5,27.8999996185303,-2.59999990463257,8.46666622161865,206,17,923.0625,23.3656578063965,6.28,61.5479876160991,0,0.153599996566772,0.323,1.28175783157349,0.00540557317435741,28.5,23.5,49,1135,27330,3.66470003128052,29.3,10.9,12.5,0.890648020198347,46.6890997977974,0.200713327939707
"383","0-30","Forest",1.7186,1658,9.65416622161865,57.6072463989258,817.605895996094,29.4000015258789,23.7000007629395,-5.69999980926514,7.57499980926514,262,33,1491.9375,18.6537208557129,4.09333333333333,105.6853854203,0,0.14939999666065,0.2867,2.51773858070374,0.0218398962169886,43,15,42,1197,28362,3.65300011634827,50.1,14.8,12.5,0.829961616060907,53.327508467676,0.223031874666249
"384","0-30","Forest",1.5877,1613,10.6916666030884,57.4124603271484,827.171630859375,29.8999996185303,25,-4.90000009536743,7.71666669845581,257,33,1266.5625,19.2545547485352,4.62666666666667,60.2518891687657,0,0.14939999666065,0.1985,2.51773858070374,0.0218398962169886,43,15,42,1197,28362,3.65300011634827,43.3,13,12.5,0.829961616060907,53.327508467676,0.250112039669373
"385","0-30","Forest",1.3346,1505,12.970832824707,57.4472389221191,849.843444824219,30.8999996185303,27.7999992370605,-3.09999990463257,8.09166622161865,245,31,769.875,9.51518630981445,5.36,17.9791049430844,0,0.14939999666065,0.6413,1.22072172164917,0.0131096467375755,43,15,42,872,28194,3.65300011634827,37.4,13.4,12.5,0.829961616060907,53.327508467676,0.282867004421784
"386","0-30","Forest",1.4875,1573,11.5375003814697,57.2702484130859,835.766174316406,30.2000007629395,26,-4.19999980926514,7.84166669845581,253,32,1080.5625,11.2862720489502,5.13333333333333,36.2111149947571,0,0.14939999666065,0.5722,2.51773858070374,0.0218398962169886,43,15,42,1197,28362,3.65300011634827,34.1,12.5,12.5,0.829961616060907,53.327508467676,0.285078492454418
"387","0-30","Forest",1.2526,1462,13.8708333969116,57.3638229370117,858.543823242188,31.2999992370605,28.8999996185303,-2.40000009536743,8.29166698455811,239,31,566.25,15.1691827774048,4.93,26.213921901528,0,0.183699995893985,0.589,1.22072172164917,0.0131096467375755,30,21.5,48.5,872,28194,3.65300011634827,28.1,12.7,12.5,0.829961616060907,53.327508467676,0.252749635416654
"388","0-30","Forest",1.0578,1274,15.5791664123535,50.4403533935547,872.002563476562,31.3999996185303,31.1000003814697,-0.300000011920929,7.67500019073486,205,35,121.5625,11.0174531936646,4.60533333333333,70.5758215254748,2.66,0.0561499987449497,0.6634,4.15045404434204,0.0971739366650581,48.5,22,29.5,586,22101,3.66170001029968,33.1,12.1,12.5,1.08853291176173,54.5718085365372,0.111073959518051
"389","0-30","Forest",1.0753,1281,15.4499998092651,50.502197265625,869.85888671875,31.2999992370605,30.8999996185303,-0.400000005960464,7.59999990463257,206,36,137.1875,9.25002479553223,4.37733333333333,49.1266719118804,2.66,0.0561499987449497,0.6355,4.15045404434204,0.0971739366650581,48.5,22,29.5,586,22101,3.66170001029968,29.8,11.6,12.5,0.983792089564755,60.0571846342884,0.203917843180797
"390","0-30","Forest",1.6195,1541,11.75,49.5310401916504,822.098205566406,29.7000007629395,26.2000007629395,-3.5,7.25,239,40,924.1875,19.7745037078857,4.07866666666667,70.5758215254748,2.66,0.168499996233732,0.6634,0.183108270168304,0.0350418388843536,24,25.5,51,511,30036,3.43770003318787,35.9,10.9,12.5,0.975018281086724,59.8234836990756,0.231288242698696
"391","0-30","Forest",1.0339,1299,16.4416675567627,46.1859283447266,867.702880859375,31.5999984741211,32.0999984741211,0.5,7.94999980926514,198,39,6.75,0.140144169330597,4.5075,75.5513204465015,2.48,0.186299995835871,0.7346,0.0915541350841522,0.0935622528195381,6,39.5,54.5,1404,29874,3.23309993743896,6.5,2.3,12.5,0.93717026482881,63.7191488406894,0.240084235162822
"392","0-30","Forest",1.235,1400,14.6625003814697,48.5148391723633,852.02734375,31.1000003814697,30,-1.10000002384186,7.87500047683716,222,38,340.5625,8.48808860778809,4.35377777777778,75.5513204465015,2.66,0.168499996233732,0.7346,0.183108270168304,0.0350418388843536,24,25.5,51,511,30036,3.43770003318787,19.2,5.9,12.5,0.945536253908821,58.7018031332974,0.288481798532978
"393","0-30","Forest",1.6476,1738,11.8374996185303,53.2460823059082,818.902038574219,29.7000007629395,26.2000007629395,-3.5,7.32499980926514,286,44,1221.9375,20.1180210113525,4.14275572617664,18.6654160525258,2.66,0.163549996344373,0.7463,7.75158309936523,0.558790266513824,34.5,20.5,44.5,1132,24690,3.47740006446838,43,13.5,12.5,0.472500184083543,65.122771187658,0.403638043539936
"394","0-30","Forest",1.7338,1789,11.4166669845581,53.0247039794922,810.256225585938,29.3999996185303,25.6000003814697,-3.79999995231628,7.23333311080933,293,45,1328.1875,20.7510585784912,4.18435938847987,93.0618401206636,2.66,0.163549996344373,0.4641,7.75158309936523,0.558790266513824,34.5,20.5,44.5,1132,24690,3.47740006446838,20,8.5,12.5,0.60136861319557,50.261229075863,0.327329361336619
"395","0-30","Forest",1.5123,1677,12.9416666030884,53.4601821899414,831.375732421875,30.3000011444092,27.7000007629395,-2.59999990463257,7.58333301544189,277,43,976.9375,23.398021697998,3.98244386184822,32.2469325153374,2.66,0.130149997090921,0.5216,2.88395524024963,0.508970618247986,26.5,22,52,501,26777,3.47740006446838,47.8,14.4,12.5,0.717980498178307,67.7521161117964,0.248904680267811
"396","0-30","Forest",1.3832,1610,14.1458330154419,54.6952438354492,842.475952148438,30.8000011444092,29.2000007629395,-1.60000002384186,7.90833330154419,271,41,693.25,19.4423007965088,4.65546756201389,46.0550949451725,2.66,0.130149997090921,0.3739,2.88395524024963,0.508970618247986,26.5,22,52,501,26777,3.47740006446838,40.7,13.2,12.5,0.779483050357888,53.063485698095,0.214081208530025
"397","0-30","Forest",1.3832,1610,14.1458330154419,54.6952438354492,842.475952148438,30.8000011444092,29.2000007629395,-1.60000002384186,7.90833330154419,271,41,693.25,19.4423007965088,4.26022238334625,53.7766300839251,2.66,0.130149997090921,0.4647,2.88395524024963,0.508970618247986,26.5,22,52,501,26777,3.47740006446838,40.7,13.2,12.5,0.613562480810233,54.5424277310878,0.292449506673496
"398","0-30","Forest",1.547,1391,10.375,57.951976776123,739.605224609375,26.8999996185303,23.7999992370605,-3.09999990463257,6.55000019073486,219,31,1764.25,22.8965091705322,4.73,197.00800674252,0,0.170449996190146,0.2373,1.35805296897888,0.368364334106445,27.5,26.5,46.5,394,24433,3.21029996871948,58.3,18,12.5,0.889214253591649,57.7916306451951,0.207556858901336
"399","0-30","Forest",1.419,1333,11.9333333969116,58.3483009338379,753.209289550781,27.3000011444092,25.7000007629395,-1.60000002384186,6.66666650772095,212,30,1391.9375,25.5596694946289,4.09,147.640791476408,0,0.170449996190146,0.2628,2.27359437942505,0.368364334106445,27.5,26.5,46.5,685,25114,3.21029996871948,37.1,12.1,12.5,0.885231083450084,60.5183352491164,0.213924215040719
"400","0-30","Forest",1.3533,1306,12.7250003814697,58.5524368286133,758.423889160156,27.6000003814697,26.7000007629395,-0.899999976158142,6.75,209,30,1234.25,22.0860729217529,4.06,66.2614735797569,0,0.13469999698922,0.4031,2.27359437942505,0.368364334106445,37,19.5,43.5,685,25114,3.21029996871948,32.3,10.3,12.5,0.934237881074904,61.3792358193743,0.18369150185065
"401","0-30","Forest",0.8458,936,9.47083282470703,91.9459915161133,496.425659179688,23.5,19.3999996185303,-4.09999990463257,10.1083335876465,198,8,2862.3125,24.9300727844238,4.05,65.1316907391674,2.66,0.212999995239079,0.5885,1.22072172164917,0.141944527626038,41,15,44,1119,34424,2.78740000724792,62,19.8,12.5,0.915593816118777,56.3727147404065,0.193290490747242
"402","0-30","Forest",0.9133,940,7.45833349227905,90.2541046142578,495.332000732422,23.2999992370605,17.2999992370605,-6,9.83333301544189,193,8,3265.4375,26.8653697967529,3.77,123.44902978956,2.66,0.212999995239079,0.3659,1.22072172164917,0.141944527626038,41,15,44,1119,34424,2.78740000724792,43.5,18.6,12.5,1.03322575398807,45.4785226537227,0.119897638334184
"403","0-30","Forest",0.8458,936,9.47083282470703,91.9459915161133,496.425659179688,23.5,19.3999996185303,-4.09999990463257,10.1083335876465,198,8,2862.3125,24.9300727844238,5.26,87.0499731327244,2.66,0.212999995239079,0.5583,1.22072172164917,0.141944527626038,41,15,44,1119,34424,2.78740000724792,58.2,17.8,12.5,1.07493984491929,51.1091547693841,0.121926207927945
