Climatic_zone,Vegetation_type,Sample_size,MAP,Soil_MAT,LAI,Mean_pH,CUEst
Cold,Mixed forest,3,749,3.379999971,4.075,5.963,0.131
Cold,Mixed forest,3,751,3.94000001,3.793,6.048,0.121
Cold,Mixed forest,3,969,0.275,3.42,4.95,0.131
Cold,Mixed forest,3,969,-1.075000018,3.42,5.525,0.129
Cold,Mixed forest,3,969,-1.075000018,3.42,5.6,0.133
Cold,Mixed forest,3,529,3.049999952,3.466,5.607,0.156
Cold,Mixed forest,3,529,3.1,3.466,4.51,0.154
Arid,Open shrublands,3,224,6.074999928,0.399,7.658,0.12
Arid,Open shrublands,3,224,4.683333317,0.399,7.341,0.117
Cold,Mixed forest,3,477,5.225000024,3.125,6.556,0.129
Cold,Mixed forest,3,477,5.180000019,3.125,6.318,0.136
Cold,Mixed forest,3,477,4.524999976,3.125,4.337,0.104
Cold,Mixed forest,3,477,4.580000019,3.125,4.765,0.142
Cold,Grasslands,3,513,4.4,3.83,6.623,0.106
Cold,Grasslands,3,513,3.733333309,3.83,6.358,0.108
Cold,Grasslands,3,513,3.699999928,3.83,5.621,0.115
Cold,Grasslands,3,513,3.499999952,3.83,6.042,0.104
Cold,Mixed forest,3,710,13.97500014,3.755,6.726,0.147
Cold,Mixed forest,3,737,7.350000143,3.628,6.387,0.142
Cold,Mixed forest,3,737,8.025000095,3.628,6.594,0.14
Cold,Mixed forest,3,737,5.625,3.628,6.091,0.117
Cold,Mixed forest,3,737,4.924999952,3.628,6.199,0.209
Cold,Mixed forest,3,720,3.649999917,3.628,5.719,0.132
Cold,Mixed forest,3,726,5.400000016,4.899,5.938,0.128
Cold,Mixed forest,3,726,5.099999905,4.899,5.944,0.12
Cold,Mixed forest,3,726,8.140000057,4.899,5.979,0.132
Cold,Mixed forest,3,826,0.999999985,4.202,3.7,0.129
Cold,Mixed forest,3,826,1.5,4.202,4.23,0.191
Cold,Mixed forest,3,826,2.359999967,4.202,4.25,0.194
Cold,Mixed forest,3,777,3.949999988,4.202,5.1,0.129
Cold,Mixed forest,3,777,4.240000105,4.202,4.25,0.116
Cold,Mixed forest,3,777,5.575000048,4.202,5.02,0.115
Cold,Mixed forest,3,777,6.724999905,4.202,5.73,0.151
Cold,Mixed forest,3,774,8.674999952,3.896,6.32,0.16
Cold,Mixed forest,3,791,7.225000024,3.956,5.521,0.076
Cold,Mixed forest,3,791,7.880000019,3.956,5.187,0.073
Cold,Mixed forest,3,792,10.92500019,3.956,5.661,0.109
Temperate,Mixed forest,3,669,9.750000238,2.239,6.203,0.097
Temperate,Mixed forest,3,669,10.00000019,2.239,5.627,0.078
Cold,Mixed forest,3,1234,6.649999976,3.923,5.525,0.105
Cold,Mixed forest,3,1179,7.550000072,4.036,6.116,0.128
Cold,Mixed forest,3,1179,9.800000191,4.036,6.553,0.073
Cold,Mixed forest,3,1220,7.975000024,3.923,6.308,0.143
Cold,Mixed forest,3,1249,4.50000006,3.665,5.693,0.103
Cold,Mixed forest,3,1249,8.450000127,3.665,5.837,0.087
Cold,Mixed forest,3,1304,5.016666691,3.705,5.777,0.129
Cold,Mixed forest,3,1346,3.050000012,3.665,5.136,0.128
Cold,Mixed forest,3,1304,6.100000064,3.705,6.023,0.124
Cold,Mixed forest,3,1281,8.424999952,3.665,6.22,0.092
Cold,Mixed forest,3,1304,3.900000036,3.705,5.131,0.115
Cold,Mixed forest,3,1346,2.300000012,3.665,4.693,0.089
Cold,Mixed forest,3,1249,2.125,3.665,4.415,0.083
Cold,Mixed forest,3,1492,6.774999976,3.653,4.273,0.107
Cold,Mixed forest,3,1492,7.674999952,3.653,4.98,0.12
Cold,Mixed forest,3,1503,12.57500029,3.653,5.387,0.182
Cold,Mixed forest,3,1492,9.174999952,3.653,5.297,0.155
Cold,Mixed forest,3,1503,14.10000014,3.653,3.973,0.133
Temperate,Mixed forest,3,1318,15.53333314,3.662,4.262,0.139
Cold,Mixed forest,3,1472,9.449999809,3.438,4.138,0.158
Cold,Mixed forest,3,1472,13.20000005,3.438,4.588,0.285
Temperate,Mixed forest,3,1472,15.47500014,3.438,4.59,0.326
Temperate,Mixed forest,3,1589,8.125,3.477,4.155,0.124
Temperate,Mixed forest,3,1589,7.449999928,3.477,3.831,0.094
Temperate,Mixed forest,3,1677,10.05000007,3.477,3.926,0.114
Temperate,Mixed forest,3,1677,12.38000011,3.477,3.945,0.104
Temperate,Mixed forest,3,1288,6.575000048,3.21,4.74,0.107
Temperate,Mixed forest,3,1222,9.700000286,3.21,4,0.139
Temperate,Mixed forest,3,1222,9.700000286,3.21,4.37,0.152
Temperate,Mixed forest,3,1689,21.67499971,2.776,4.338,0.132
Temperate,Mixed forest,3,1689,21.92500019,1.457,4.209,0.152
Temperate,Mixed forest,3,1689,21.5250001,3.035,4.324,0.139
Temperate,Mixed forest,3,1782,18.96666718,2.629,4.05,0.103
Temperate,Evergreen Broadleaf forest,3,2030,17.75,3.599,4.173,0.067
Temperate,Evergreen Broadleaf forest,3,2030,17.52000008,3.599,4.123,0.101
Temperate,Evergreen Broadleaf forest,3,2030,16.1500001,3.599,4.657,0.104
Temperate,Evergreen Broadleaf forest,3,2030,14.89999986,3.599,4.788,0.117
Temperate,Evergreen Broadleaf forest,3,2030,14.53333314,3.599,4.626,0.137
Temperate,Evergreen Broadleaf forest,3,1667,14.67999992,3.731,3.23,0.097
Cold,Grasslands,4,434,7.550000072,0.799,8.193,0.206
Cold,Grasslands,4,434,7.350000024,0.799,8.15,0.208
Cold,Grasslands,4,434,7.199999905,0.799,8.215,0.214
Arid,Open shrublands,3,230,9.933333238,0.633,7.795,0.44
Arid,Open shrublands,3,230,9.933333238,0.633,7.83,0.388
Arid,Open shrublands,3,230,9.933333238,0.633,7.745,0.341
Arid,Open shrublands,3,230,9.933333238,0.633,7.735,0.376
Cold,Mixed forest,9,868,8.039999962,3.573,5.983,0.172
Cold,Mixed forest,9,868,7.175000072,3.573,4.706,0.139
Cold,Mixed forest,9,868,7.175000072,3.573,4.329,0.122
Cold,Grasslands,9,827,7.050000072,2.186,4.154,0.166
Cold,Grasslands,9,827,7.140000057,3.035,4.027,0.15
Cold,Grasslands,9,827,4.75,3.035,3.997,0.179
Cold,Grasslands,9,827,3.900000048,3.035,4.35,0.129
Cold,Grasslands,9,827,3.900000048,3.035,4.638,0.11
Cold,Grasslands,9,827,3.333333413,0.063,4.74,0.108
Cold,Mixed forest,12,1363,1.175000004,3.992,4.7,0.537
Cold,Mixed forest,12,1363,1.175000004,3.992,5.4,0.555
Cold,Mixed forest,12,1363,1.175000004,3.992,5.5,0.502
Cold,Mixed forest,12,1363,1.175000004,3.992,5.4,0.45
Cold,Mixed forest,12,1363,1.175000004,3.992,4.7,0.303
Cold,Mixed forest,6,527,5.783333222,1.646,3.6,0.543
Cold,Mixed forest,6,642,3.933333357,3.646,3.5,0.537
Cold,Mixed forest,4,849,5.079999924,4.685,5.9,0.194
Cold,Mixed forest,9,1025,6.775000095,4.932,4.5,0.118
Temperate,Evergreen Broadleaf forest,3,2030,17.30000019,2.186,5.45,0.251
Temperate,Evergreen Broadleaf forest,3,1487,17.30000019,2.036,6.21,0.302
Temperate,Evergreen Broadleaf forest,3,1563,17.30000019,3.035,5.61,0.362
Temperate,Evergreen Broadleaf forest,3,1654,17.30000019,2.741,5.65,0.305
Temperate,Evergreen Broadleaf forest,3,553,17.30000019,2.548,5.56,0.332
Temperate,Evergreen Broadleaf forest,3,568,17.30000019,1.32,5.78,0.276
Temperate,Evergreen Broadleaf forest,3,1747,17.30000019,2.741,5.32,0.353
Temperate,Evergreen Broadleaf forest,3,568,17.30000019,0.228,5.69,0.332
Temperate,Mixed forest,6,1442,12.82500005,2.579,4.07,0.384
Temperate,Mixed forest,6,1442,12.82500005,2.579,5.33,0.381
Temperate,Mixed forest,6,1442,12.82500005,2.579,4.5,0.384
Temperate,Mixed forest,6,1442,12.82500005,2.579,5.33,0.174
Temperate,Mixed forest,6,1442,12.82500005,2.579,4.5,0.239
Arid,Grasslands,6,568,17.34999975,2.349,5.002,0.277
Arid,Grasslands,6,568,17.34999975,3.41,4.895,0.218
Arid,Grasslands,6,568,17.34999975,0.601,4.941,0.352
Arid,Grasslands,6,568,17.34999975,2.792,4.951,0.334
Arid,Grasslands,6,582,17.40000025,0.701,5.869,0.202
Arid,Grasslands,6,582,17.40000025,0.701,5.974,0.388
Arid,Grasslands,6,582,17.40000025,0.701,5.938,0.352
Arid,Grasslands,6,582,17.40000025,0.701,6.526,0.391
Arid,Grasslands,6,582,17.69999981,0.701,4.199,0.372
Arid,Grasslands,6,582,17.69999981,0.701,4.788,0.315
Arid,Grasslands,6,582,17.69999981,0.701,4.822,0.271
Arid,Grasslands,6,582,17.69999981,0.701,4.396,0.326
Temperate,Grasslands,6,765,16.07500005,0.635,4.217,0.359
Temperate,Grasslands,6,765,16.07500005,0.635,3.968,0.335
Temperate,Grasslands,6,765,16.07500005,0.635,4.026,0.191
Temperate,Grasslands,6,765,16.07500005,0.635,4.272,0.306
Arid,Grasslands,6,445,17.64999994,0.729,7.68,0.366
Arid,Grasslands,6,445,17.64999994,0.49,7.738,0.29
Arid,Grasslands,6,445,17.64999994,2.924,7.63,0.176
Arid,Grasslands,6,445,17.64999994,0.993,7.912,0.375
Arid,Grasslands,6,568,17.34999975,3.52,4.66,0.292
Arid,Grasslands,6,568,17.34999975,2.579,4.706,0.23
Arid,Grasslands,6,568,17.34999975,3.035,4.929,0.224
Arid,Grasslands,6,568,17.34999975,2.036,4.774,0.258
Arid,Grasslands,6,582,17.40000025,0.701,7.816,0.324
Arid,Grasslands,6,582,17.40000025,0.701,7.425,0.306
Arid,Grasslands,6,582,17.40000025,0.701,7.578,0.273
Arid,Grasslands,6,582,17.40000025,0.701,7.942,0.352
Arid,Grasslands,6,582,17.69999981,0.701,4.801,0.268
Arid,Grasslands,6,582,17.69999981,0.701,4.234,0.283
Arid,Grasslands,6,582,17.69999981,0.701,4.35,0.252
Arid,Grasslands,6,582,17.69999981,0.701,4.632,0.386
Temperate,Grasslands,6,765,16.07500005,0.635,3.969,0.436
Temperate,Grasslands,6,765,16.07500005,0.635,4.051,0.303
Temperate,Grasslands,6,765,16.07500005,0.635,4.132,0.248
Temperate,Grasslands,6,765,16.07500005,0.635,4.626,0.227
Arid,Grasslands,6,445,17.64999994,0.729,7.963,0.335
Arid,Grasslands,6,445,17.64999994,0.767,7.844,0.376
Arid,Grasslands,6,445,17.64999994,1.094,7.795,0.228
Arid,Grasslands,6,445,17.64999994,0.993,7.912,0.39
Cold,Evergreen Broadleaf forest,3,240,8.149999976,0.701,4.5,0.504
Cold,Evergreen Broadleaf forest,3,568,8.740000153,3.2,3.9,0.517
Cold,Evergreen Broadleaf forest,3,751,11.5250001,2.741,3.9,0.539
Cold,Evergreen Broadleaf forest,3,529,15.04999995,3.387,3.8,0.542
Cold,Evergreen Broadleaf forest,3,714,11.14999986,3.035,4,0.526
Cold,Evergreen Broadleaf forest,3,566,6.575000048,0.603,4.4,0.486
Cold,Grasslands,60,540,4.033333262,0.228,4.54,0.481
Cold,Grasslands,60,540,4.033333262,0.228,3.82,0.497
Cold,Grasslands,60,540,4.033333262,0.228,3.52,0.477
Tropical,Evergreen Broadleaf forest,1,1703,24.96000023,2.502,5.83,0.425
Tropical,Evergreen Broadleaf forest,1,1703,24.86666679,2.502,5.68,0.251
Tropical,Evergreen Broadleaf forest,1,1703,24.86666679,2.502,5.68,0.196
Tropical,Evergreen Broadleaf forest,1,1783,24.56666692,2.502,5.91,0.35
Tropical,Evergreen Broadleaf forest,1,1783,24.55000019,2.502,6.07,0.299
Tropical,Evergreen Broadleaf forest,1,1783,25.125,2.502,5.81,0.445
Tropical,Evergreen Broadleaf forest,1,1702,24.46666654,2.502,5.73,0.204
Tropical,Evergreen Broadleaf forest,1,1702,24.42499971,2.502,6.42,0.157
Tropical,Evergreen Broadleaf forest,1,1702,24.54999971,2.502,5.77,0.093
Tropical,Evergreen Broadleaf forest,1,1702,24.5,2.502,6.08,0.275
Tropical,Evergreen Broadleaf forest,1,1702,24.5,2.502,6.08,0.139
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.43333308,3.558,6.46,0.361
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.57499981,3.558,6.55,0.386
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.72500038,3.558,6.22,0.211
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.73333359,3.558,5.35,0.353
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.7750001,3.558,5.36,0.437
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.7750001,3.558,6.36,0.291
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.7750001,3.558,6.36,0.167
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.9749999,3.558,5.33,0.349
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.9749999,3.558,6.33,0.187
Tropical,Cropland/Natural vegetation mosaic,1,1823,26.9749999,3.558,5.33,0.371
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,4.528,3.342,0.322
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,4.052,3.342,0.22
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,5.692,3.342,0.16
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,3.035,3.342,0.156
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,0.063,3.342,0.178
Tropical,Evergreen Broadleaf forest,1,2177,26.63333384,3.035,3.342,0.183
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,2.186,3.617,0.159
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,2.776,3.617,0.147
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,3.035,3.617,0.275
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,4.052,3.617,0.19
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,0.701,4.617,0.429
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,3.035,3.617,0.133
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,2.186,3.617,0.287
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,3.956,3.617,0.243
Tropical,Evergreen Broadleaf forest,1,2177,26.35000038,0.063,3.617,0.233
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.202
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.166
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.156
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.241
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.152
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.079
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.194
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.187
Tropical,Evergreen Broadleaf forest,1,2327,24.42500019,2.741,6.917,0.116
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,2.82,6.285,0.184
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,3.558,6.285,0.248
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,3.263,6.285,0.255
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,3.558,6.285,0.248
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,1.567,6.285,0.206
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,0.635,6.285,0.136
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,1.959,6.285,0.318
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,3.035,6.285,0.172
Tropical,Evergreen Broadleaf forest,1,2177,26.44000015,0.701,6.285,0.213
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.293
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.183
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.292
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.256
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.175
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.243
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.209
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.241
Tropical,Evergreen Broadleaf forest,1,2392,25.60000038,2.741,4.365,0.267
Tropical,Evergreen Broadleaf forest,1,2838,22.54999971,0.063,5.832,0.289
Tropical,Evergreen Broadleaf forest,1,2838,22.54999971,0.063,5.832,0.352
Tropical,Evergreen Broadleaf forest,1,2838,22.54999971,0.063,5.832,0.128
Tropical,Evergreen Broadleaf forest,1,2838,22.54999971,0.063,5.832,0.164
Tropical,Evergreen Broadleaf forest,1,2838,22.54999971,0.063,5.832,0.304
Tropical,Evergreen Broadleaf forest,1,2838,22.54999971,0.063,5.832,0.218
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.25
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.362
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.25
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.367
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.353
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.248
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.279
Tropical,Evergreen Broadleaf forest,1,2838,21.06666629,0.063,5.658,0.293
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.323
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.311
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.226
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.242
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.337
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.252
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.27
Tropical,Evergreen Broadleaf forest,1,2327,24.89999962,2.741,4.525,0.331
Tropical,Evergreen Broadleaf forest,1,2525,25.26666641,3.035,5.302,0.334
Tropical,Evergreen Broadleaf forest,1,2525,25.26666641,3.035,5.302,0.31
Tropical,Evergreen Broadleaf forest,1,2525,25.26666641,3.035,5.302,0.341
Tropical,Evergreen Broadleaf forest,1,2525,25.26666641,3.035,5.302,0.27
Tropical,Evergreen Broadleaf forest,1,2525,25.26666641,3.035,5.302,0.331
Tropical,Evergreen Broadleaf forest,1,2525,25.26666641,3.035,5.302,0.303
Tropical,Evergreen Broadleaf forest,1,2399,25.17999992,3.035,5.558,0.329
Tropical,Evergreen Broadleaf forest,1,2399,25.17999992,3.035,5.558,0.33
Tropical,Evergreen Broadleaf forest,1,2399,25.17999992,3.035,5.558,0.156
Tropical,Evergreen Broadleaf forest,1,2399,25.17999992,3.035,5.558,0.197
Tropical,Evergreen Broadleaf forest,1,2399,25.17999992,3.035,5.558,0.316
Tropical,Evergreen Broadleaf forest,1,2399,25.17999992,3.035,5.558,0.347
Tropical,Evergreen Broadleaf forest,1,2399,25.17999992,3.035,5.558,0.285
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.285
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.271
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.298
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.299
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.331
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.289
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.268
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.332
Tropical,Evergreen Broadleaf forest,1,2416,25.30000019,3.035,5.362,0.352
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.22
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.168
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.23
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.131
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.246
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.212
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.18
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.152
Tropical,Evergreen Broadleaf forest,1,2399,25.3499999,3.035,6.559,0.235
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.186
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.124
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.264
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.198
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.219
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.27
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.22
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.233
Tropical,Evergreen Broadleaf forest,1,2440,24.7750001,2.741,6.595,0.158
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,2.741,7.005,0.11
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,2.741,7.005,0.098
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,3.035,7.005,0.093
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,2.757,7.005,0.089
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,3.405,7.005,0.063
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,1.592,7.005,0.098
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,2.741,7.005,0.135
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,3.035,7.005,0.106
Tropical,Evergreen Broadleaf forest,1,2177,26.17500019,3.035,7.005,0.067
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.084
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.08
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.136
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.127
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.14
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.109
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.168
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.191
Tropical,Evergreen Broadleaf forest,1,2424,24.33333333,2.186,6.166,0.182
Tropical,Evergreen Broadleaf forest,1,2424,24.42499971,2.186,4.643,0.287
Tropical,Evergreen Broadleaf forest,1,2424,24.42499971,2.186,4.643,0.333
Tropical,Evergreen Broadleaf forest,1,2424,24.42499971,2.186,4.643,0.256
Tropical,Evergreen Broadleaf forest,1,2424,24.42499971,2.186,4.643,0.241
Tropical,Evergreen Broadleaf forest,1,2424,24.42499971,2.186,4.643,0.336
Tropical,Evergreen Broadleaf forest,1,2424,24.42499971,2.186,4.643,0.325
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.15
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.182
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.169
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.171
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.118
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.249
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.224
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.225
Tropical,Evergreen Broadleaf forest,1,2540,24.1500001,3.035,6.375,0.215
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.276
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.23
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.215
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.2
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.104
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.204
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.222
Tropical,Evergreen Broadleaf forest,1,2540,23.9749999,3.035,5.838,0.16
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.271
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.296
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.306
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.206
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.276
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.157
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.312
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.251
Tropical,Evergreen Broadleaf forest,1,2443,24.5,3.035,6.05,0.184
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.321
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.357
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.305
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.351
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.321
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.287
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.31
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.358,0.288
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.223,0.293
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.223,0.301
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.223,0.33
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.223,0.248
Tropical,Evergreen Broadleaf forest,1,2443,24.55000019,3.035,4.223,0.298
Tropical,Evergreen Broadleaf forest,1,2443,24.10000038,3.035,4.355,0.291
Tropical,Evergreen Broadleaf forest,1,2443,24.10000038,3.035,4.355,0.308
Tropical,Evergreen Broadleaf forest,1,2443,24.10000038,3.035,4.355,0.347
Tropical,Evergreen Broadleaf forest,1,2443,24.10000038,3.035,4.355,0.327
Tropical,Evergreen Broadleaf forest,1,2443,24.125,3.035,4.942,0.359
Tropical,Evergreen Broadleaf forest,1,2443,24.125,3.035,4.942,0.215
Tropical,Evergreen Broadleaf forest,1,2443,24.125,3.035,4.942,0.29
Tropical,Evergreen Broadleaf forest,1,2443,24.125,3.035,4.942,0.232
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.214
Tropical,Evergreen Broadleaf forest,1,2399,24.375,3.035,6.338,0.124
